17.37185	24.3840129	24.3822497	24.2007533	24.1989901	
17.37827	24.3849222	24.3822497	24.2016626	24.1989901	
17.38863	24.3871589	24.3822497	24.2038993	24.1989901	
17.39863	24.389902	24.3822497	24.2066424	24.1989901	
17.409	24.3934091	24.3822497	24.2101495	24.1989901	
17.41891	24.3973321	24.3822497	24.2140725	24.2077167	
17.42915	24.4020273	24.3822497	24.2187677	24.2077167	
17.43926	24.40727	24.3909763	24.2240104	24.2077167	
17.44935	24.4131155	24.3909763	24.2298559	24.2077167	
17.45992	24.41993	24.3909763	24.2366704	24.2077167	
17.47151	24.4282377	24.3909763	24.2449782	24.2077167	
17.4803	24.43492	24.3997029	24.2516605	24.2077167	
17.49044	24.4432985	24.3997029	24.2600389	24.2077167	
17.50062	24.4523226	24.3997029	24.2690631	24.2077167	
17.51072	24.4618971	24.4084296	24.2786376	24.2077167	
17.52089	24.4721579	24.4171562	24.2888984	24.2077167	
17.53108	24.483064	24.4171562	24.2998044	24.2077167	
17.54126	24.4945665	24.4258829	24.3113069	24.2077167	
17.55137	24.5066127	24.4258829	24.3233532	24.2164434	
17.56153	24.5193489	24.4346095	24.3360894	24.22517	
17.57307	24.5346516	24.4433362	24.3513921	24.2426233	
17.5819	24.5467412	24.4520628	24.3634817	24.2600766	
17.59201	24.561256	24.4607895	24.3779964	24.2775299	
17.60217	24.5764542	24.4695161	24.3931946	24.3037098	
17.6123	24.5922319	24.4869694	24.4089723	24.3298898	
17.62253	24.6087915	24.5044227	24.4255319	24.3560697	
17.63266	24.6257948	24.5131493	24.4425352	24.3822497	
17.64281	24.643459	24.5306026	24.4601995	24.4084296	
17.65304	24.6618874	24.5480559	24.4786278	24.4346095	
17.66308	24.6805781	24.5742359	24.4973185	24.4607895	
17.67453	24.7027449	24.5916892	24.5194853	24.4869694	
17.68353	24.7205765	24.6178691	24.537317	24.5044227	
17.6936	24.7411518	24.644049	24.5578922	24.5306026	
17.70374	24.7624971	24.6789556	24.5792375	24.5480559	
17.71385	24.784398	24.7051356	24.6011384	24.5742359	
17.72407	24.8071719	24.7313155	24.6239124	24.5916892	
17.73432	24.8306395	24.7662221	24.6473799	24.6178691	
17.74437	24.8542442	24.8011287	24.6709846	24.6353224	
17.7545	24.8786623	24.8360353	24.6954027	24.6615023	
17.76462	24.9036834	24.8709418	24.7204238	24.6876823	
17.7761	24.9329087	24.9058484	24.7496491	24.7138622	
17.78498	24.9558816	24.940755	24.772622	24.7313155	
17.79513	24.9828125	24.9756616	24.799553	24.7574954	
17.8053	25.010423	25.0105682	24.8271634	24.792402	
17.81536	25.0383529	25.0454748	24.8550933	24.818582	
17.82556	25.0674263	25.0803814	24.8841667	24.8534885	
17.83574	25.0967709	25.1065613	24.9135113	24.8796685	
17.84591	25.1268589	25.1414679	24.9435994	24.9145751	
17.85613	25.1577417	25.1676478	24.9744821	24.940755	
17.86612	25.1885318	25.2025544	25.0052722	24.9756616	
17.87768	25.2249817	25.2287343	25.0417222	25.0018415	
17.88658	25.2534208	25.2549143	25.0701612	25.0367481	
17.89665	25.286282	25.2810942	25.1030225	25.0629281	
17.9068	25.3200284	25.3072742	25.1367689	25.0978346	
17.91701	25.3545914	25.3334541	25.1713318	25.1327412	
17.92733	25.3901762	25.359634	25.2069166	25.1676478	
17.93724	25.4249281	25.3945406	25.2416685	25.2025544	
17.94746	25.461385	25.4207206	25.2781255	25.237461	
17.95757	25.4980813	25.4556271	25.3148218	25.2723676	
17.96767	25.5353346	25.4818071	25.352075	25.3072742	
17.9792	25.5787295	25.5167137	25.39547	25.3421807	
17.98802	25.612323	25.5516202	25.4290634	25.385814	
