2.92278	0.0891174411	0.0872664626	0.0803907949	0.0785398163	
2.929109	0.0900209333	0.0872664626	0.081294287	0.0785398163	
2.93929	0.0922175034	0.0872664626	0.0834908572	0.0785398163	
2.949384	0.0950005809	0.0872664626	0.0862739346	0.0785398163	
2.959511	0.0984246413	0.0959931089	0.0896979951	0.0785398163	
2.96971	0.10247185	0.0959931089	0.0937452033	0.0785398163	
2.979813	0.107102966	0.0959931089	0.0983763198	0.0785398163	
2.989976	0.112384729	0.0959931089	0.103658083	0.0785398163	
3.000157	0.118298435	0.104719755	0.109571789	0.0785398163	
3.010301	0.124803387	0.104719755	0.116076741	0.0785398163	
3.020483	0.131961782	0.104719755	0.123235136	0.0785398163	
3.030943	0.139977803	0.104719755	0.131251157	0.0785398163	
3.041061	0.148380554	0.104719755	0.139653907	0.0785398163	
3.051228	0.157355564	0.113446401	0.148628918	0.0785398163	
3.061315	0.1669147	0.113446401	0.158188053	0.0785398163	
3.07161	0.177310198	0.122173048	0.168583552	0.0785398163	
3.081859	0.188290285	0.122173048	0.179563639	0.0785398163	
3.091796	0.199513334	0.130899694	0.190786688	0.0785398163	
3.101944	0.211601177	0.13962634	0.20287453	0.0785398163	
3.112073	0.224286516	0.148352986	0.21555987	0.0785398163	
3.122708	0.238304695	0.157079633	0.229578048	0.0785398163	
3.132474	0.251713638	0.174532925	0.242986992	0.0872664626	
3.142579	0.266210756	0.191986218	0.257484109	0.0959931089	
3.152799	0.281512287	0.200712864	0.27278564	0.104719755	
3.162863	0.29717544	0.20943951	0.288448793	0.113446401	
3.173039	0.313649387	0.226892803	0.304922741	0.130899694	
3.183158	0.330626646	0.235619449	0.3219	0.148352986	
3.193352	0.348364145	0.244346095	0.339637499	0.174532925	
3.203599	0.366827393	0.261799388	0.358100747	0.191986218	
3.221588	0.401600739	0.270526034	0.392874093	0.218166156	
3.227307	0.412652113	0.27925268	0.403925467	0.253072742	
3.236304	0.430577051	0.296705973	0.421850405	0.27925268	
3.246398	0.451350261	0.314159265	0.442623615	0.314159265	
3.256641	0.473064202	0.331612558	0.464337556	0.340339204	
3.266734	0.49506456	0.34906585	0.486337914	0.375245789	
3.276908	0.517871907	0.375245789	0.509145261	0.410152374	
3.287062	0.541238324	0.401425728	0.532511677	0.436332313	
3.297224	0.565254783	0.427605667	0.556528137	0.471238898	
3.30741	0.589956373	0.453785606	0.581229727	0.506145483	
3.317501	0.61501808	0.488692191	0.606291433	0.541052068	
3.328886	0.644158693	0.523598776	0.635432047	0.575958653	
3.337939	0.66770992	0.558505361	0.658983274	0.610865238	
3.348022	0.694608208	0.593411946	0.685881562	0.637045177	
3.358191	0.722361813	0.628318531	0.713635166	0.671951762	
3.368307	0.750577534	0.663225116	0.741850888	0.715584993	
3.378511	0.779668975	0.706858347	0.770942329	0.750491578	
3.38867	0.809258991	0.750491578	0.800532345	0.785398163	
3.398785	0.839303162	0.785398163	0.830576515	0.820304748	
3.408979	0.870238463	0.820304748	0.861511817	0.86393798	
3.41908	0.901485426	0.86393798	0.892758779	0.898844565	
3.430391	0.937327096	0.898844565	0.92860045	0.93375115	
3.439516	0.966630178	0.93375115	0.957903532	0.959931089	
3.449587	0.999626583	0.968657735	0.990899937	0.994837674	
3.45974	1.03351589	1.01229097	1.02478924	1.02974426	
3.469883	1.06799914	1.04719755	1.05927249	1.06465084	
3.480061	1.10323132	1.08210414	1.09450468	1.09083078	
3.490222	1.138988	1.11701072	1.13026136	1.12573737	
3.510008	1.21159998	1.18682389	1.20287333	1.18682389	
3.514472	1.22786576	1.20427718	1.21913912	1.20427718	
3.524673	1.26592874	1.23918377	1.2572021	1.23918377	
3.53614	1.30951003	1.27409035	1.30078338	1.27409035	
3.546296	1.34865608	1.30899694	1.33992944	1.30899694	
3.556388	1.3881915	1.34390352	1.37946485	1.34390352	
3.566561	1.42870012	1.37881011	1.41997348	1.38753676	
3.576735	1.46978922	1.41371669	1.46106257	1.42244334	
3.586877	1.51137312	1.45734993	1.50264647	1.45734993	
3.597022	1.55359945	1.49225651	1.5448728	1.49225651	
3.607157	1.59638735	1.53588974	1.5876607	1.53588974	
3.617345	1.64003195	1.57079633	1.6313053	1.57079633	
3.627519	1.68424164	1.61442956	1.67551499	1.61442956	
3.637745	1.72933341	1.65806279	1.72060676	1.65806279	
3.647797	1.7741965	1.70169602	1.76546985	1.70169602	
3.658023	1.82051481	1.74532925	1.81178816	1.74532925	
3.668128	1.86687118	1.78023584	1.85814454	1.78896248	
3.686612	1.95421211	1.8675023	1.94548546	1.87622895	
3.691136	1.97549982	1.88495559	1.96677317	1.89368224	
3.701246	2.02389252	1.93731547	2.01516587	1.93731547	
3.711354	2.07290331	1.9809487	2.06417667	1.98967535	
3.721551	2.12295739	2.03330858	2.11423075	2.04203522	
3.731669	2.1732708	2.08566846	2.16454415	2.0943951	
3.741989	2.22519822	2.13802833	2.21647158	2.14675498	
3.752067	2.27649427	2.18166156	2.26776762	2.19911486	
3.762308	2.32928031	2.23402144	2.32055366	2.24274809	
3.772391	2.38183616	2.29510797	2.37310951	2.30383461	
3.78284	2.43702018	2.34746784	2.42829354	2.35619449	
3.792707	2.48965149	2.39982772	2.48092484	2.40855437	
3.802831	2.54428195	2.46091425	2.5355553	2.46964089	
3.812959	2.5995439	2.51327412	2.59081726	2.52200077	
